user_id,message
28SQ,Child signed up. Not parent!! We dont want trial. Do not charge me
25KL,I am currently Looking for free learning apps in math for my first grader. Something fun and something that is going to get his attention. I need it to get his attention to where he is excited about the math app
13UG,Too expensive. Other apps do similar things for less money.
23RF,No need for us to pay for this type of game. It would have never been downloaded if the price was made up front.
26TX,"Just dont need to pay for this type of game, especially at this price. "
63IC,Too expensive I can’t afford it right now I wish I could but my financial situation is not as good \n\n
88II,"No lo puedo pagar tampoco puedo, terminar de cancelar así que tengo que seguir intentando "
72HP,No puedo pagar esto muy caro pero tengo que escribir para explicar que es muy caro 
90TG,I got ABC mouse and cant aford both apps. It provieds more than just math i really enjoyed this app and feel like it helps but i do t need both apps.
22XO,  Cancelling subscription. No longer needed. 50 is too much characters.
99GY,Too expensive for content here to study.\n\nMiminum character is ridiculous
91WO,Xxxxxxxxxx ccxxxxrrggreggfdcbh gfghutfhjutrd jitrvbjfeeerukvfrh hhhbt
40FT,The math app is currently too expensive for my family and i wish to cancel before charged.
45OB,The app is to expensive for me at this time. So i need to cancel before charged.
55TT,I need to cancel this subscription please because of the cost. We are unable to continue with this app
21UM,Not intereted in paying for this.  Just want to cancel 
11BG,son doesn't use it nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
44DC,No me gusta lo necesito en español para mi hijo y solo esta en ingles porfavor no lo quiero 
57PA,0hgcgffubkjbadjkbIsofbiosdbflSblkvbdsivobSdvbiodsvbIsovbidsovLisvnilsbvilsbvliSblvbsdiofvbSdibvsidlvbisodvpiSdbvlkdnlvds\n
69HW,Not using enough.  There are free apps that we would prefer to use instead
20KP,Already did this a few minutes ago. Aaaaaaaaaaaaavjxjvckhcjgc
45LS,Kids not interested enough to justify cost. Would pay if it were based on actual time used. 
76ES,I didnt like the app sorry ididnt like the app i dient like the app
73XZ,I didnt like the app i didnt like the app i didnt like the app
56JZ,Will try another time dont need the App anymore but we enjoyed it 
72WJ,Please Cancel as my kids are not interested anymore
66TL,The matchs terms are used differently to how we use them in Sweden 
99YY,The matchs terms are not the same in Sweden so it can be a little confusing 
29RM,To expensive  we also live in Australia wrong currency 
29ST,To expensive live in Australia wrong currency \n\n\n\n\n\n\n\n
34WC,Its a great learning program but My son did not know how to use it yet maybe later
51IY,............................................................................... 
14IG,Found another form of helping my child without paying a subscription 
30QG,It is similar to the other splash app and we do not need two similar  app. It is also expensive. 
20CG,Cancel this now as i asked last time and should not have been charged after my trial was up
79HE,If i get charged again someone will issue me a full credit for anything i am charged
37QR,Daughter not interested in app.  Feels it doesn’t apply to her.  \n
21BQ,Changed mind. Xxxxxxxxx.       Dxxddddddddffcgvg hbhgtfrrree
24EU, Nyomi prefers to do math on paper use her hands object etc\n
71EJ,"We recom he does math question in the book, seems improve his writing as well."
68MI,Found others for less money Found others for less money Found others for less money Found others for less money Found others for less money Found others for less money
41OS,Found others for less money Found others for less money Found others for less money Found others for less money Found others for less money 
57IH,My daughter is not interedted in this app bjjbhhjuhyhujjjhhijhhjjj
51SP,I am trying this as a classroom teacher to recommend to parents. I think the app is good but expensive. 
45RV,We don’t use it..............................................................
58RY,"It was fun, but we don’t need it anymore. The free trial is up."
11AO,It was not user friendly. Please cancel right away. Thank uou
34VZ,Dont use it. Kids use a different app. Please iust let me cancel
56UC,Unaffordable. Great app but not in my budget. Would ise if app was free or .99c per month 
30UV,"Not needed, she has an account through school.  I can’t combine the 2 accounts and found out I don’t need to pay for it"
33ZX,Did not realize the hefty price on this app! Please cancel mu subscription. Thank you.
12WT,Expensive can't afford Expensive can't afford Expensive can't afford Expensive can't afford Expensive can't afford Expensive can't afford
26LJ,Too expensive. Should be cheaperrrrrrrrrrrrrrrrrrrrr.
20GS,The cost of annual subscription is too expensive. Wish it’s cheaper.
24JQ,Too expensiv. Wish it could be cheaper.........................
21NH,No timevvvvvyyyyyyyyyyyyyytttttttttllllllllllllllllllokkiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
75BR,The app is too expensive. My daughter got bored playing the same games. 
10SR,Too expensive. And now having to write more is really going to lock in that i will never use this again and will let everyone i know that this app sucks. 
82MG,My card was charged and we werent using enough to justify the cost 
24MR,Getting this through school.  Kids love it.  Thanks
59NI,"We love it!!!  However, our elementary school is offering it to the students for the school year. Likely, we will resubscribe next summer.  Thanks!"
48QI,Child did not like the program. I am the grandmother and the parents decided against using it.
39RD,Child did not like it. I am the grandmother and the parents decided against it
60XC,I need to cancel to use emsil to set it up as a class  not a parent  account
91KR,"Want tutorials on HOW to, not just quizzes. Hbdfhubffhubfrnuide"
47XN,"There are no tutorials, no teachings. Just testing with is t helpful."
65PU,Its expensive. The kids are back to school now. I might come back during the summer so they can have some practice.
87YM,"Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive, Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive \n"
97XQ,It’s too expensive. $24 per quarter is ridiculous. It should be a flat fee.
99UG,Have cancelled substricption but have still been being charged for this each month
77PW,Why will this app not let me cancel have been trying for months!!
30OE,Have been trying to cancel for months now! App will not let me cancel 
27IZ,Not enough time for this game as part of online learning 
57YQ,Not enough time for this app as part of online learning
95AF,The subscription price is too high.
27TP,"The app is good but i cant seem to use it on both my phone and ipad, it asks me to pay subscription for the ipad too"
77QJ,Because i choose the $4.99 a month subcription anf you billed me $79.99.
53YN,Finances . No particular reason. \nTried it before I knew what it cost
97SC,Not what I was looking for in a math app.Please cancel my subscription.
44XO,My child hates the app.
50CK,The lessons were getting monotonous and the kids were not really enjoying learning new concepts. Maybe you can change the way the lessons are provided
48II,The app seems too expensive. I have found similar apps for free or for much less.
66BM,The app seems more expensive than other options.                                 It wasn't worth the cost.
12RV,Nanananananananananananananananananananananansnananananananananananananananananan
74IJ,Cannot afford at this time. Needing a free program. 
94KB,Wanted.   To.  See.  How. The.  Trial works. \nDdffghhjkvvv hhhjjj hjjj he. I’m. Jk. Kkkk
43RO,"Do not want it . I had cancelled it earlier also, before my trial expired. I still got charged. Please refund the charges.\n"
72QA,"Don’t want it. I cancelled earlier also, but it still charged me.                    "
36GT,The subscription price is too high.
74RZ,My child no longer uses Splash Math.
54SM,My child seems not to be connecting with this program
45LY,Son use for a few days. Now doing practice on paper/pencil 
54KQ,Went with ABC mouse for a more rounded learning experience. \n
44YS,Hshdhdhdhehshssujshshsjsjsjjdhshjsjsjsjsjhdhdhdjdkskskwjsjdjdhdhjdjehdhd
57AE,Never used. My son never really engage with the application\n
25MK,My wife is cheap........................................
50IR,Find the actual workbooks a little better right now.
47FE,I can't afford any paid products right now.
19HJ,Ccccccccftftffftfutftufutftufutftufuyfyuftfjgfjgfutfgjftufutfutfutfutfutfutftjfjftuditf
82ZX,"Too expensive, not interesting dddddddddfgghhjmmkjhhjkk"
45SL,Time constraints- my child did not use this app. Therefore i cannot warrant the expense.
37IF, my child is not using the app any longer \nmy child is not using the app any longer 
53WD,My child no longer uses Splash Math.
90DY,The subscription price is too high.
31PF,I can't afford any paid products right now.
22PL,Too expensive and my son doesn't use it enough.\nIf this was free I'm sure he'd be more likely to use it!\n\n
94AX,To expensive.............................zzzzzzzzzzzzzzzzzzzzz. Zzz
63AJ,my daughter lost intrest in the games provided the were to repeatative for her.\n
93KI,Fabi has found that a method in school works better with timetable ansnit will be cheaper 
46JM,My child no longer uses Splash Math.
38FJ,Too expensive please make it cheaper. Dfhghgdhngnfgnfgndghhgffhggdhgdhdhgdghgdhghddghhgfbgdhdggdh\n
22RB,Please cancel the subscription as our son accidentally downloaded your free trial off the back of an advert.
88KR,No reason \nJust to expensive right now \nThanks again from khloes mother\n
52ZU, I forgot to cancel before the free trial was up. I like the program but I just don't have the money right now.
10UO,My son doesnt enjoy it. I dont want to pay so much for him not to use the app. 
37LZ,Already sent a message regarding this. One two three four five is seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen
84WJ,"Too expensiv, cannot afford the costs to continue the subscription. Automatically deducted large amount from my bank account that I could not afford. I had to organise a refund which took substantial amount of time"
72WD,I never intended to keep the subscription I was under the impression that there was a trail and recently hurt on the job I forgot to cancel the subscription. Please issue a refund
92ND,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
87ZR,Just trying hhbhhhhhhhhhhvhjjvh hcchchchch h h hvyvhv
20ND,I wish to suspend my subscription immediately we will no longer need these services. \n\n\n\n\nThank you\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
94SH,Will come back later. I am evaluating a similar app at the moment.
43GK,I needed more time to try the app and explore it. I wasn't sure if there was way to move around within the lesson. 
36WQ,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam non ipsum sodales, iaculis risus sed, scelerisque ligula. Nam vitae mi nisl. Ut velit purus, maximus in blandit at, mattis a justo. Sed efficitur neque quis justo tincidunt, sed varius orci viverra. Nunc at felis aliquam nisl consequat ultricies ullamcorper eu."
44NE,I didn't have enough time to learn the app and apply the lessons. 
47II,"Could not advance after earning 1 star in  the ""place values"" exercise. Plus, this is just a collection of uninspired drills."
44HE,I feel that it is costly for what it is.  I think the problems can be more varied.
63HH,Not interested anymore now that school has started. \n
25VT,Cancel cancel cancel cancel cancel don't use app at all\n
10JI,Not using it and too expensive don't want to be charged\n\n
93ND,Don't want to be charged every month and not using the app anymore
79WY,I can't afford any paid products right now.
66TI,My child no longer uses Splash Math.
92OW,I can't afford any paid products right now.
32XU,My child no longer uses Splash Math.
75KG,Too much money for one app for just math for one child\n
28ER,Good teAaching tool but cannot pay monthly for it shes not on my phone that much to use this
21WI,My child no longer uses Splash Math.
35KL,I can't afford any paid products right now.
22NU,I no longer wish to have subscription. We want to try a different app for her. Also trying a lot more hands on approach.\n
63QB,My son did not want to play it because he said it was boring.
15SO,It is too expensive and my daughter practices enough math with her daily homework that she doesn’t use the app enough to be worth it.
68BI,Too expensive . There are other apps who are cheaper or free.
50OS,My son doesn’t use it as much so don’t want to pay for it.
62DZ,Don’t use it as much. My son is not interested on the game.\n
42EH,Tooo costly with minimal benefit in comparison to other apps\n
41SF,Do not like it compared to other free apps. The benefit on is minimal
29OT,Kkkkkkkkkkkhhnfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfhfh\n
57JV,I dont like it. I am not a parent. I am not a kid. It was for an assignment
62XJ,Dont usehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
89QW,Math fact fluency needed. This option is not given only for simple multiplication problems.
60YU,The game costs too much for my family and i want to limit screen time.
44TM,Not suitable for pre schooler\n\nDon’t want this anymore\n
29CB,My daughter wasnt interested in it at all so i decided to cancel. 
85DV,I only wanted to use the trial.  I think my child likes the games but I am not sure about spending $8 a month at this time.  
70XH,He didnt like it\nBecause is something he knows already\n\n
48FQ,Need refund\nI try to cancel 3 times already\nMy son already pass all of thiscat school
38US,Doesn't have factions simplify........m..............................
22EG,Seecrcececefefrdrsrcfjcucuchdhxyccycyfdyducucufucucuccufud
25ED,Im broke and do not have enough money to pay for it
43FH,I dont have rhe mobey ro paundndmzkmsjs nishsnshshsnsksmskemeksk
20OM,Just wanted to try it out.  Not looking for another monthly fee at this time.  Kids have it at school and love it!
93QP,My son hardly used the program.  It’s a lot of money for something not used \n
20XC,Didn’t realize it was going to cost a per month fee.
22PA,Wanted to try free trial and was not satisfied with the number of games.\n
45IP,It’s pricey. Cheaper would be betterrrrrrrrrrrrrrrr
42WN,cant afford it anymore but will subscribe in the near future 
36EU,i don’t need it anymore because I can’t afford it and it doesn’t work without wifi in my county \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
54PL,My daughter just get out of it what she needs. She doesn’t understand and keeps trying to do grade levels that are much too hard for her. Plus it’s very repetitive so she recognizes it instead of learning it.
81QK,Our child likes to do the harder math problems on paper.
29BS,Not needed now that summer is coming.  Will switch to workbooks.
21AL,"We’ll just do math problems on paper for now. May be useful in the future, though, thank you!"
55JJ,We are not using much due to other activities. Whenever required we will subscribe it again.\n\nThank you!
54ZI,"We are not using much,whenever we required we will subscribe again.\n\nThank you!"
73HR,Blah blah blah blah blah blah seriously?????????????????????
20CU,Kkkkkkkkkkkkkkkjkjkjkjkkkjkkjjkjkjkjkkjkkkkjkijkkjhghjlljhh
70VF,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkp
21DV,Way too expensive. She doesnt play it enough to benefit
69JC,Xxxxxxxx xxxxxxxx.       Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
94MB,"We don’t use it , my kids ars using the ixl program same as their school"
61EZ,Wssssgshsshshshshshsshshzhzz shxdhxhxhxhxxuxhxhxxy vvuvuvcucjcjcnkkjdjdnjdnixbjendindidnjbdjen djd fnofnfnfkdndiksnekdc
54VN,Kid down loaded this without me knowing And i would like to cAncel it as soon as possible . I do not want charged
85RX,"Too much screen time, we have taken the iPad away\nThat is it.\n"
53OL,I cant use this on another device eg ipad and phone which was a bit disappointing also it wouldnt let me set a password.........
59FE,Too expensive and there are other apps as good for free\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
16LP,Purchased by accident and it is too expensive please refund my money
36NT,Don’t need was not what i thought. Plus i think price is to much for not needing. 
65LK,Too expensive for me right now\n\nToo expensive for me right now\nToo expensive for me right now\n
81GJ,"I dont know, please cancel my subscription, not what i was looking for."
52UR,Not challenging for my 5 yr old. It would log off automatically and waste of space on my phone. I dont want it.
26YR,I Need to use a fourth grade app now not this one I am using now
75YR,Ppppppppppppppppppppppppppppppppp fjfjfv fifjfnf jfjfjf 
32CP,We're not using this app much. Prefer note books and on paper.
95NT,It’s not good.\nI didn’t realize it keeps charge me without asking for my authorization.thats not cool.
55BC,I Cant afford $20 a month for an app on my phone that my son doesnt use everyday
36CA,Too expensive for me and why does this have to be 50 characters 
28DC,Too small for the games. Didnt like them after few minutes
91SM,No no no noksndndndn djsjdjf djdns z kensj jie sk djdjfhf dieisksk jd d. Didjdkd. 
10VY,Splash math is too expensive for what it is. There are several other apps that provide a beeter experience for much less
73OO,\nWe never used it enough\n\n\nWheucisnvhchsudyvbsjd sifhbskfu ydijfvijnsougdchndfviybsurv ssurybfiejfhsudivmdjasbcudhfbrvmaoeurygnsj dufhuefjvmsudyvhtbdfvlo
95IK,Cost.  It’s cute and the kiddo liked it.  May decide to buy it but not right now.\n
98OX,"I have been using splash math for quite sometimes, therefore I would like to terminate my subscription since my son has been using other educational apps."
11QH, Fgvfccgftct vcfrvhhcjfjfjfjfjjfjfjjjfhfhfhfhfhgb. Chchc c c c f f f f f f f f f g. G gg. F f t t fnfndnc c c f f f t tbt f. Ff f f. Ff. Tntntnt t tnt t t t t 
64CW,Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
28UT,Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx\n\n
28NO,He just don't play it anymore. And just don't have time to play it anymore.\n
27ML,Do not want to pay for it. Hbhhhhjj kkkkk lllll ggggfff hj ik lojjj
41HW,I do not want to pay for the app. Both of my kids are in school and will not use the app often enough.
58CU,Sound for hippo doesnt work. My child doesnt know if she got the question correct
11TP,Child wasn't interested. It wasn't a good fit for him.
12FV," For the price I really wanted my son to enjoy the games but he didn't like it very much.  I didn't want to force him, just wasn't a good fit for him."
45NM,"Child wasn't interested, it wasn't a good fit for him.\n"
13JA,I don't want this app!  Please end subscription! \n
46FQ,"Have not used it as we thought we would. Seems like a good program though, maybe some ofher time."
43YH,Can't afford monthly. Wish there was a single pay option. 
61IK,I tyoed somehibg out shd it didnt csncek so imndoing svendijrbfhchejd
65ZJ,My daughter told\nMe about thr app from school and we wanted to give it a trial run
57WI,We're starting school tomorrow and will not be using apps for math.
74TR,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
17OK,My son has said that it is not fun anymore. He does the same thing over and over.
93HG,Took away all iPads. I don’t want him sneaking in YouTube watching
78OY,Did d d d d d. D d d. D dr. F f f. D d. Ddddd d d. D d d d d. D d d d d d d d d d d. D d d d d f. D d de
80CX,Too much reading for k level. No way to spend coins.\n\n\n\n
96AV,I am canceling my subscription because my daughter hardly uses the app. I would rather not waste my money on something she does not use. 
55CG,I would like to cancel my subscription because my daughter hardly uses this app. 
21LW,I am looking for a solution which teaches too.
98IG,The subscription price is too high.
97MA,Not interesting. My son tried it and he didn’t like it
95ST,I no longer want this app zzzzzzzzxxx dxxjejsksksnsjsisksksksjsksksksksksksksnsksksosjsjsjwjwiwi
44DP,"Kids just lost interest, sorry!!!!!!!!!!!!!!!!!,,,,,,',p,,moonponpiihhihouojoj"
90QA,I want just to try this out without paying\nBlah blah blah blah blah
37VJ,My daughter is too young for this. We will revisit once she starts school. 
64HR,We did not use the app enough and don't like a monthly subscription model\n
32FQ,Accident. Idont wNt to pay for this my son accidently signed upfor it
90TP,This program is great. But I can no longer afford paying monthly. Thank you
14NB,The subscription price is too high.
13GA,"Right now, its too much to spend on an app. If itncould be done monthly until i find out if my kiddos really like it, then it would be different."
38WZ,My child no longer uses Splash Math.
38YO,No longer interested.
47LR,The subscription price is too high.
79PU,Finish with it. She has too many other activities to do it. Otherwise she enjoyed it.
70DY,Not using much. Son is using iready from school which is similar to this
87LR,We have iready from school which is almost same as this
39YJ, Xxxxxxxxxxxxxxxxxxxxxx zzzzzzzzzzzzzzbyyyyyyy\n\nXxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
92VD,My children have ended up not using this app as much as i thought they would. 
83XN,"Do not need, do not need, do not need, do not need\n\nDo not need, do not need, do not need, do not need\n\n"
66DQ,Sorry but I thought it was $15 but it's $115. I cannot afford it . But it's a great app.
45UE,"Great app, but I thought it was $15 but it's $115 . Sorry"
10LD,Oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
71VZ,I found something else that fits our needs better. I will no longer be needing this subscription any longer. I needed reading and math and this subscription doesn't give me that.
52HF,I needed something with math and reading and didn't really want to pay 2 different fees
43KB,The subscription price is too high.
65WW,My kids are already doing math homework from school.  Splash math help prepare them before school started and kept them from having summer slide.
33ML,My kids already doing math homework from school.  No longer needed.
55AU,Too expensive of a price- there are other apps and games that are just as interactive as this one for a lot cheaper.
45BG,I can't afford any paid products right now.
97RW,Too expensive with so many competing apps out there\n
46NM,"Third grade too easy, fourth grade too hard.  Need to find other alternative"
14AT, This app is not working for us. The difficulty level is not accurate to my sons grade level.
67DD,3rd grade too easy.  4th grade too hard.  Need to find adequate difficulty level game.
49XK,My child no longer uses Splash Math.
95LH, This app is so difficult to cancel my subscription on that I will actively recommend against using it to other parents. I can't believe you're asking me to enter a minimum of 50 characters to explain why am canceling the app!!! This is out rages fuck all of you
50PC,"It’s a good app on the go. The thing is my child doesn’t like to play it on the phone. Also, we ar trying to limit her screen time. We hope in the future you can develope better personized app based on kid’s learning differences."
74TQ,My child no longer uses Splash Math.
44SS,The subscription price is too high.
85VC,Way too expensive. Did not realize the price when i agreed
33ZI,The subscription price is too high.
24HJ,I can't afford any paid products right now.
89FS,My child no longer uses Splash Math.
14LC,Too much money too much money too much money too much money too much money 
32UC,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
87NJ,Just having a break.                                                                                   \nBbgffgh h v f bhg ctb cfh vfbn vg. Hc. Htc. Hbcc bhcf. Hh cfv bh. C.  Gf. Gfv h
27XT,Not interested in the app. I used it for the free period. I am being charged for this automatically. I request a refund of the subscription. Thank you
11AX,"This service is too expensive and in my opinion, not worth paying for at all. It isn't useful for my child."
54TV,"Not worth the money, not valuable educationally for my child. "
69AW,The subscription price is too high.
31YF,The subscription price is too high.
71TB,My child no longer uses Splash Math.
74IU,I can't afford any paid products right now.
19UD,I can't afford any paid products right now.
58VH,Lost job cant pay right will be back when money is coming back 
49QA,Lower cost\n\nGuhuhuhugjhhghgvffggfgghgvghgghggghfghggughjghuggfffffgjiihhjhhhh
86PO,The subscription price is too high.
84ZV,My child no longer uses Splash Math.
90DJ,At this time using paper and pencil so she can show the work.
10OU,Not enough options. Same thing over and over and over. We didn't like it\n\n
39VV,Too expensive for my possibilities. This is all I have to say\n\n\n
97EN,Not interesredsjsjdjdn djdjejdj djdjdndjdndzjsnd ejdjrhdhrid. Djdjrjre
63RP,We are using a program that is used in my sons school 
50TM,The app will not load. It just keeps showing the fish swimming.
21QU,I do not want to purchase this program. Thank you. And why do I have to write a minimum of 50 characters?
10NP,"Not what we needed at the moment,  it was a good program and i mughtbuse it as my son progresses to 1st and 2 nd grade if he has issues with math"
53QL,Zzzzzz gvshdhdhdhdhdvdhdvdvgd please cancel the subscription
95HW,I tried canceling several times. Now i have been charged and very unhappy.  Id like my refund p
53KX,Too expensive. Plenty of free apps that offer the same thing 
99EC,Free apps that do the samendjdjcjhdjxufhfbcbcbcbcbcbcbcbcbcbcbco
78NJ,To expensive please cancel my accout. Please do not charge me
25AV,Please cancel my subscription.  I do not wished to be further charged. Th price is too high and no reminder was sent for the amount it charged post trial. I am not satisfied and I do not want to pay another dime!
80ML,Everything was great. Both kids loved using it because they use it in school but I don’t want to pay $10 a month for an app that they barely use. \n\n
81YO,Because my daughter is not showing interest in the application.
61CW,Splash math is great but seems like the questions are a bit simple even there are much topic touched. The parental app if it can happen like real time to instantly know kids effort will be a plus. Thanks
89HL,Too baby we don't like\nAlso a minimum of 50 characters to send is stupid.. stupid\n
88KL,Is not what the teacher signed the class up for.  Thank you.\n
10OM,"Not very active \nMi kids dont even opn this app , im sorry for the inconvenience\n"
31TF,I want to cancel subscription because this app was not what i was expecting 
13JP,We dont need it anymore..its not helping my son............
96FW,Cost is too high for us right now. Maybe in the future or over summer.
75II,She has other resources she uses at school andshe no longer needs this
64WQ,She has other resources she uses at school abd his no longer benefits her
82KP,El precio de suscripción es demasiado alto.
78OW,My daughter is not using at present and the cost is high for infrequently used app.
25QM,Daughter not using at present and cost is high.     Kind regards
33IT,"My child is to young shes 1 year old im sorry I must cancel the subscription, thank you."
98ZM,To much money.............................................................................
33PL,The subscription price is too high.
11TL,Too expensive for our family at this time thank you
11RJ,I really love the applicatin just dont have the money for the ap
39WB,Dear sir and madam \n\nThis app is totally User unfriendly 
24GT,Havent been able to use it regularly so wasting money 
62HJ,Didn't want to pay 60 dollars for this subscription\n\n
73GB,Dont use it.  Didnt like the app.  Didnt want to pay for it anymore 
27NZ,We dint use it or neednit anymore.  My daufhter used it kaybe twice
81JD,We are considering hand drills instead of app based \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
38YV,School is almost out and i dont want to pay during summer
42DK,it is not interesting enough for my daughter.it is confusing set up.there is no lessons found. It also cost more money than other programs
94GT,Not interested at this time.  My child is too busy with other activities 
44EC,No improvement needed we have a lot of activities and homwork to do that can not acommidate the time needed to do work on the app
88IA,We are using prodigy instead and the school is paying for the subscription. My child is more interested in prodigy
86KP,Others out there that seem to work good and are free
26GP,Dont need it Because there are other free applications out there
93XI,Dont need this app. My daughter found something she likes better
26WW,Similar apps for free. Dont want this. My daughter doesnt use this.
71OM,I dont want this app. There are free apps available.
81ED,Dont use this app. Did not enjoy it. Other apps are free
71CA,Other simlar apps are free. Do not like this app at all.
72AE,My child no longer uses Splash Math.
22VU,I can't afford any paid products right now.
10VG,We don't use the app enough to justify the cost. It's also ridiculous that you require at least 50 characters here to allow me cancel. 
46EO,Kid is not able to spend much time on the app. Abcdecghij
57XB,Kid is not spending much time on the app. Thanks abcdefgh
13MV,too expensive Zzzzzzzzzzzzzzzzszzzzzzzzzzzzzzzzzzzzzzzzz
43EJ,Already cancelled subscription but got billed anyway.
11TN,Need to cancel subscription it is expensive i need a refund
17KK,I want to cancel the subscription this is expensive to me
70IE,Cancel my subscription it is expensive please please
25RH,I have a lot of apps i am paying for and i am just getting rid of a few ive enjoyed this app but i need something that offers more than just math. Thank you
67FE,"This app is expensive.  It’s also hard for a second grader to complete the 2 digit addition with only a drawing option available.  While some the ways the problems were written were helpful, other forms seemed to confuse the student more.  It also gave answers but there is probably a setting to change that?\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n"
76FV,Can’t afford this at this moment. Although my children loved the app.\nThank you for the trial offer. \nThe Acevedo family!\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
56CS,Can’t afford the app at this moment. The children loved the app.\nThank you
45BU,Can’t afford the app right now. Thank you for the trial offer
29NI,"I love it but i can’t afford the price, i will try to buy it next moth"
77KP,Children don’t like it anymore and it keeps allowing them to add profiles
56AK,My children don’t like it anymore and keep adding other accounts
21QT,I already have a year full subscription to Splash Math k-5
59EV,I am already paying a year subscription for Splash Math full access k-5.
52WM,Chveygfyegdybsygdybsychsydgeygcyhdfijefindivnevijciheihcijduhcduhrcuh Dubufhfdhdjcnubd
91ZU,Child found this to be boring and not very stimulating. 
79AO,Too expensive!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
89JX,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
29RR,I cant add another child or delete the ones i have
52UU,I accidently signed up. I wanted to try the trial first 
86GP,"Too expensive\n..........""..........................."
22TV,"App is great, just need to cancel our subscription. "
84KH,Do not want automatic payments to bank accou t rather pay manually
34PY,No longer interested in using an app for math practice
13BZ,Can not afford subscription \nThank you\nMmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm\n
68DQ,Can not afford\n\n\n\nAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
20UN,My daughter don’t want to use for now that’s the reasons why I cancel my subscription 
74FF,Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbvbbbbbbbbbbbbbb
59UU,Dont want to pay for it bbbbbbbbbbbbbbbbbbbbbbbbbb
67IG,This app Did not fit for my kiddos. Thank you I thought it would be a good fit but it was not. 
60NB,This app was not a good fit for my group of kiddos. Thank you. I thought it would be a good fit but it was not.
95KX,Great program but financially not in our budget this month
80DR,The program was good but financially it is not in our budget
45XA,Financially couldnt afford it and had to cancel the subscription
60HQ,Too expensive For my family thanks for the trial how many more words make 50 characters \n
80DP,We are currently  not using this app we havent used it in months i canceld this a while back
