id,Tag,message
17PB,Issues,Tried to use on other device and could not load profile \n\nBarely used so cancelling\n
41AE,Ignore,Jjlkkkkkkkkkkkkkkkkkdfffffffffffffffjjjjjjjjjjjwwwwwwwwwiiiiiiiiiddd
99FQ,No Engagement,"Not satisfied with app, it didnt seem to do what i was expexting."
37TY,No Engagement,"Alex doesn’t use often, because we installed in the phone, usually he uses it when we are out, so it is quite noisy."
68EH,No Engagement,Has not praticipated enough.  Hasnt been helpful. Hasnt progress
63BJ,No Need,No longer neededdddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd
74HB,No Engagement,Just needed to see how the application works and how i could use it in my future class
76MX,Issues,Thanks for the services. We enjoyed the app. I didn’t find any major area for improvement. My child was using it
20ZX,Issues,It doesnt explain anything to help my child learn.
76UT,Ignore,Fffghkjhgfjffhdhffhvhjhkjhjhgghfgfgffhgjjhkjn and the other one are the only thing he has to say to me that is
80HF,Budget Sensitive,"Free trial, need for classroom use so 3 students isn’t enough."
52NO,Plan Issues,Canceling due to monthly/ yearly fee ending the free trial before date
16PA,Budget Sensitive,Love the app dont have money to pay thr monthly fee right now so ending the free trial before being charged.
40FB,Ignore,higguvcvvkigviufxgfssdsffhjhhkhkxfdsbgkhkhkhgjfhdgvdvdvxvxvxvxvx xx c gnmhhmjl
19SS,Content,Doesn’t like the app. Too easy and childish. We want something that just does multiplication.
60LG,Alternates,My daughter is not interested in using splash math anymore. She is doing extra paperwork at home instead.
94AG,Ignore,It worth it......!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
36MA,Competitor,"Not needed anymore, she is enjoying other apps instead and is better at math."
23TH,No Engagement,Done with playing she isnt using it often enough to have the subscription and i dont want to he charged for it
32ST,Ignore,Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks. Thanks Thanks. Thanks Thanks Thanks Thanks Thanks Thanks Thanks. Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks
38PV,Alternates,"My daughter is not using the app. She is practicing her math facts with hard copy worksheets, which she prefers."
98UN,Budget Sensitive,I do not want to pay................................
37OK,Budget Sensitive,Too expensive.
43IP,No Engagement,"My daughter doesn’t plays there is nothing you can do,your app is good but she is now growing and plays with dolls\n"
33RJ,Budget Sensitive,Great app but cost way too much!  Too expensive!! !!!!
33JJ,Issues,Its not what i was looking for. My kid needs to learn and memorize multipication table but this app does not have a good method for that
39YZ,No Engagement,I wanna cancel because my daughter is not already interested
18WO,Budget Sensitive,Not using this. My kids don’t like it.  And I think it costs too much money and don’t ant to pay  for it when there are plenty of apps that I can use for free.
55XP,Budget Sensitive,I am not using it. My kids don’t like. Too much money and it’s not letting  me cancel. I am going to have to report to the iTunes Store.
37SV,School Free App,Daughter is using Reflex Math from school and does not need this app any longer.
82VD,Content,Hard for the kids twho can not read yet to follow instructios. Could be more fun or more obvious for the game.
39CO,Ignore,Lllldfhubrhdhehehdhfhhchhshbdhchhuduejbdhfhhebefhdhbd
48PU,No Need,No longer needed thank you very much for your help
85JU,Budget Sensitive,Expensive\nExpensive\nExpensive\nExpensive expensive expensive expensive \nExpensive
78LK,Budget Sensitive,This happens very expensive and very difficult to cancel this is my fifth attempt to cancel and I continue to have issues
76BI,Time,Not using the program for my daughter. Her homework is enough
25YP,Issues,"We were looking for a way to just do quick times tables on flashcards on a smart phone. We were already past the concepts of multiplication and division. Just needed quick, timed reviews."
39BD,No Need,"This is good as it is already, but no longer nedded.\n"
74WR,Budget Sensitive,To expensive and i cannot qfford it right now........................
38LF,Budget Sensitive,"Very sneaky, we never asked for automatic renewal however it renewed itself."
84RP,Budget Sensitive,"Very cheeky and sneaky subscription,  we didn’t select automatic renewal however system renewed. Not happy at all."
60UN,Ignore,Jzjdjdjssjsjsisishsshsjsixhdjdjdjd djdjdhehejejewiiwejejejejejejejeje
53MS,Ignore,Hsyveniwowygw wybsosgeisosjs. Syjwbdisbussgsjsgusj ystbsnistanisopsygebbetsnix/d
73ZA,Ignore,Fjygfjyyjhjgggghkkhkhkhhkhkvvykbkhbkhbhkkjbkjbhbkkbjkbjkjbkbjknggkjfkhhkfkug
90EJ,Issues,"Subscribed with the intent to only trial, ended up with a subscription."
39OF,Competitor,Have reading eggs subscription which s math and reading together.
46CT,Budget Sensitive,Too expensive. Not sure what else to say to fill up 50 characters.
63BT,Issues,"It’s too American and either foo easy or too hard for my daughter, no middle ground"
65GI,Trial,Just wanted to try it 8==================D~~~~~~ rocket ship! Blast off!
14PG,Time,Cant spend the extra at this time. Maybe at a later time
88CX,Budget Sensitive,To expensive. Great app but we just cant afford the extra at this time.
97PM,No Need,The app was great while it lasted but it is now lonlonger needed
44SB,Budget Sensitive,Dont wanna pay. Zzzzzzmskdndndmdmdmdkdnxnxjxjxjjxxjxjdjdmx
81AE,Content,My kids are not using it.  It’s too redundant.  The same creature pops up on every answer. It needs some variety \n\n
48NV,No Engagement,My doughter thoight she would like this but it is not what we thought
59MG,Budget Sensitive,Dont want to pay for itvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvg
96DR,No Engagement,Not inyterested at fhe moment she is not feady cor this
50YP,School Free App,School paid for a different program and we don’t need the subscription
52NS,Budget Sensitive,"End of tutorial, do not want to pay a monthly or weekly fee for this app"
93FU,Alternates,Not ready to do it yet. Doing campus learning and xtra math at this time just not enough time for everything
43AP,Ignore,Ggbbbhhhhhhhhhhhhhhhhhhpihhilgukbkuvyivyjvyjvyljvkjgckghckhtciytctkucouycouycouycoucoyucoucouvouvovu
15GK,Ignore,Hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhaaaaaaaaaaa
20CD,Ignore,Giugiugguigukuukggiuguigiuguiguguigiuigiugugigiygiygyigyiggyigiygygyiguygi
15DZ,No Engagement,Didn’t use it enough.sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss
59BD,Ignore,Dmsmsmsmsmsjsjsjsjjsjsjs jsksksjsjsjsjsisijsmr hjjjjjjjjjjjujjjjjj
57OC,Ignore,Xxxxxxxx dxxxthx dhc yfnfyjyjgukgunfynfyjvdgdhyfnyfhdtj
98KM,Issues,Freezes up too often slow applicationnot happy with it
27ZZ,Budget Sensitive,Thank you but i do not have the funds right now........................
60MC,Ignore,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
99EL,No Engagement,My daughter is not engaging in this app as I would've hoped. The price is too high especially that it is not being used very much
58XS,Ignore,Sorry to hear you were in a great day thanks so I hope you’re well thanks again sorry to my face I didn’t want you in the shower I had a nice weekend thanks to my friends I miss my family thanks so sorry I was in the middle and then sorry sorry \n
38WB,Ignore,You are a wonderful and amazing girl to my heart I will be a good father and a happy and safe and productive and to my beautiful day to be my favorite day of my life and I will be a good day to you and I will
63TL,Competitor,We do not use this app. We have found another app that is similar at no cost.
45XQ,No Need,Testing the subscripton so i dont need the subscription at this moment.
26YH,No Need,"Checking the subscription i dont need the app at this moment, if i need in future i will check"
24KY,No Need,"Checking the subscription i dont need the app at this moment, if i need in future i will check"
60PZ,Ignore,Cancel oooooooooooooooooooooooooooooooooooooooooooooooooooo
13PW,No Engagement,My daughter never uses it and I’m tired of paying $9.99 a month for it.
22XD,Ignore,Qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
75AO,Competitor,"Child was not interested to discover the app further, got another app"
17KL,No Engagement,Not usingbhbbbbbbbbhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhyuhuhhhhhuuuuuuuujjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
63MJ,Ignore,Not good mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmk
89ZE,Competitor,We were looking for our daughter ti find several ways to practice math butwith all the different tools its getting to much.
98JW,Content,"My child doesnt play this game as most of it relates to american and we are australian, the money quotes in pennies and quarters. So this isnt any what beneficial for my child learning. If anything you could improve on this if you would like to nake this a better selling international product."
65FP,Issues,"Unable to change email. Painful to use it....£;££;£;£;)),):77:££; kkdnfic dhhcfhf"
42MB,No Need,Do not want it. I need to cancel my subscription. Was helpful but dont need it anymore.
76LJ,No Engagement,My child doesn’t use it. Not really happy that you are forcing me to write minimum of 50 characters.
31YL,Ignore,I was billed for something my young daughter ordered without my permission
53WB,Ignore,Dudchrhfbbcrbdbdbdebbddbdbxbdebxbxdbxbdbdxbxdnddjfnfncnfnfcnfnccnfncnffcnfndnd
59SW,No Need,I think I’ll get your app later when it gets more use.
16MM,Budget Sensitive,Not interested at the moment and app seems very expensive .....
83YA,No Engagement,Not using the apppppppppppppppppppppppppppppppppppppppppppppppppppppppp
61SR,Ignore,I have already cancelled this yet im still being billed for it!
50SE,Ignore,I already cancelled this once yet i was still billed for it!  I’m not happy about it either!
93AN,Budget Sensitive,I will cancel my subscription because i cant afford it.. its a bit much for us right now. Thank you for the free trial.
56JM,Budget Sensitive,The cost of this APP is the readon I am cancelling the subscription.
46QC,Issues,Don’t want to pay the cost. There are also errors in the game.
56ZA,Content,Not playing as much as he used to.  Found other free apps that he practices on instead.
18SW,Budget Sensitive,Too expensive. Kids don’t use it. Can’t afford it. Thank you though
68WU,Ignore,Don't. Want!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!LL!!!!!!!!!!!!!!!!!KKK!!!!!!!!MMMM!!!!!!!!!!!POOP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!MOOKIE!!!!!!!!!!!!!!!!!!K!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
87BY,Short Term,My son uses it only in the summertime. Thanks for a great time \n\n
22CM,Alternates,We no lnger need because we got flash cards. I dont need it anymore
42KU,No Engagement,Tried for my granddaughter but will not be able to use consistently.
50VS,No Engagement,This has not been used by my children may consider in the future
23HS,Budget Sensitive,Sorry I was looking for the program to go with the one I already have. This is very good though I just can’t afford both
23JQ,No Need,We don’t need it anymore. We are done with the program. It was very helpful and fun for my son.
74PC,No Need,. We do not use the app that we are no longer finding that we needed at this time
12IO,Ignore,"."".......................ulyfutfu5uyguy bu6\nY USF hg j+ gfiyg8. Ufugv u\nTc. H\n\n"
88IK,Ignore,My son just didnt use it as I expected him to. He likes this at school so i guess he doesnt want to use it at home
69PW,No Engagement,Not using \nThe app anymore.  Thank you. Please cancel
21ZL,Budget Sensitive,"Too expensive, and my children does not spend much time on this app."
99VQ,Budget Sensitive,Its not very good for $10 month. Its not very good for $10 month.
20WX,No Engagement,It is a nice orogram but kids not keen to do it.We trialled for a week but didnt suit us.
26EG,Budget Sensitive,Do not want to pay the cost of a continuing subscription \n
70YO,Content,My child didnt like it. She played it for awhile and got bored.
76VV,School Free App,Don’t need anymore for my kids. School provided math app and logins.
88UO,No Engagement,I want to cancel this app. My kids do nit use it. Please cancel.
45CP,Budget Sensitive,"We are unable to pay at this time. We will continue to work with our child in math and have made a great start with this program. I would be happy to recommend this program to other people, including family members, teachers, fellow parents etc.\n"
34PC,Ignore,.fgyggggffffffrdrrrrrrrffffffffffffffffffffgggggfffff
15VS,Ignore,TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial TriAl trial
20TW,Ignore,Will be using the grade 4 Splash Math app from now on.
71ZR,No Need,No longer play it good game no longer need your service thank you
84AG,Budget Sensitive,Too expensive and repetitive\nWish it was cheaper\nXxxxxxxxxxxxxxxx\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
91CL,Content,"Child lost interest in the app, no longer using. Thank you"
40XG,Ignore,You auto charged my account with no reminder and I do not approve of that.
78YW,Budget Sensitive,I will not be using this app for my daughters learning.  For what you offer it is to expensive.  Thanks
30AW,Issues,"Kids did not enjoy it. Too repetitive on basic skills. Did not like the counting with shapes only vs numbers. Did not like having to drag the shapes so much when reviewing numbers. Needed more straight math fact lessons to increase speed. Needed math facts split by doubles, plus one, plus two, etc."
61AR,Issues,Not what we were looking for.needed more math facts to increase speed. Too redundant.
86GK,Competitor,We want to cancel this subscription because we found another application which is cheaper than this. The contents of this application are good but the price is quite expensive as this is not the one off payment for the application.
82FQ,Ignore,Zzzzzzszzzzzzzzzzzzzzzzzzzzzzzzzzz hard to delete this xgghfhugfddfdctvyg\n\nZzzzzzxxzz
63ZK,Budget Sensitive,Price too high.............................................................................................................................
21HS,No Engagement,I donot like the app and my daughter also doesnot like it
60GU,Ignore,Dfgxgcgh ghhhh. Bhvh h b j j j i i i i i o o o o i o o o o o i i i k k i j j j u u u u i i i i i i i i i i i
99BA,Budget Sensitive,Am not interested any longer and it shows as a free game for children to learn and then when you download it you are then told it is for one week then there will be a fee. Very dishonest to say the least. \n
60JD,No Engagement,My son didnt like it. It did not feel like a fun way of pracficing maths.
24FA,Ignore,Cancel subscription I do not care for it \nI do not want this app\n
29GG,Ignore,I joined my son’s school splashmaths. This is the reason why I want to cancel my subscription. My sons school teacher requested we join the classroom activity on splashmaths and so this is the reason why I am canceling my subscription. I will still be using the app but through the school.
83TH,Budget Sensitive,Too expensive ...............................:........:........
71GX,Time,"Kids dont use the app now that they are back in school, abd diing their after school activities."
12MZ,No Need,Not needed not current mathbgytyvtvvgtcrxezfghjjnbhhgffdxsssdfgjuytttrrgvjij
39TT,Budget Sensitive,I don't want to pay the full price. My son is enjoying it but I am not sure how much I will be charged.
37FA,Budget Sensitive,Not interested too expensive for an individual to learn understand comprehend with far too much stimulation
36HO,No Engagement,Didnt catch my sons attention decided to go another route
58VE,Ignore,"Please cancel this subscription, I am tired of jumping through hoops to get this to be accepted.\n"
10QS,Budget Sensitive,Not willing to pay the high app purchase fee. I would like to try something less expensive with more offeres...
15PU,No Engagement,Child doesn’t use it.  Please cancel.......................................
70KW,No Engagement,Child doesn’t play with it as much as I thought he would\n
95GM,Ignore,GdduffyiifuutihfigdutduhfihfugduhgiufyhxhbfufsfjfujzfijjvddttdDyhfgdvhyfgfgjujddjhfthdkbdyydytygb
18KY,Ignore,Scegrugjfgdgruyjfgedsgdutjykhrfshtkydfwrjysgrjjghfhdhfhvjgjgilfjgjgjgugigigjgigjgjgjhibi
58RI,Ignore,Sorry not interested in fuhrdjygndgrngkjg tshgihligydnrdhkihldtydutkgiglifyytxhtku funydikfu
97HV,Ignore,Abcdfubddyufcuuufyfhjgfyydfvuttdvgiyctdfigvythchiugoyc
42OA,No Engagement,my son is not using this app for his math. He seems to not like it that much
10GF,No Need,No longer needed. We did not realize it was a monthly subscription.
95KP,No Engagement,We have never used the app and we did not know this was charging us a fee each month. Please cancel this app.
71DG,No Engagement,My daughter is not interested in splash math so i dont really need it sorry for the inconvinience but i would like to canel my subscription to splash math thank you.
24VL,Budget Sensitive,cannot afford it thankyou though I will buy it when I can afford it
20UU,Budget Sensitive,Too expensive aaaaAaajajajajajajajajajajajajaiajajajajajaiai
82JE,Issues,Log on problems. Xxxxxxxxx xxxx.          Xxxx.xxxxxxxxxxxxx.   Cc. Vvvvvvvv bbbhhhhhbbb
74QY,Alternates,Its fine as is. My dayghter is just getting tutoring so shes barely on the app. I do think its helpful.
34MN,No Engagement,Not interested in this app any more. Tried it. Thanks
13IP,Budget Sensitive,Expensive for 1 year. I hope it could be cheaper. Or have monthly option
86TB,Issues,Please teach concepts instead of it just questions
92HM,Budget Sensitive,It just seems like it isn’t all that worth it. How is this app better than the myriad of free apps?
97PC,No Engagement,Did not use...............................................................
56WP,Ignore,Not helpful for my daughter.  Thanks anyway for the trial
72BK,Ignore,Not helpful for my daughter.  Thanks anyway for the trial.
94IC,Short Term,Back to school. Focusing on classroom work so we no longer use
74GF,No Engagement,"While my daughter likes the app, she is  not using it as much as we hoped she would."
60EN,No Engagement,We don't use it anymore. Plus it is a pain to have an app with a charge every month.\n
69BB,No Engagement,Just wanted to try the trial . And my sone didnt really find i terest in the app so im going to cancel
51AX,Ignore,Cdxrrr gyghghgf. Bbhggfddccf. Gygybhj. Hyb bbhbhhh. Hjnnhhhbhub.  Huhnjkkkl
38TO,Ignore,Crdessfv.  Hhffssefgbnjj bhhbjkkkjjhu byhvcfdd rxr. Hhjkjkkjbggv hhbfrdcvgj
65SR,Ignore,I shouldnt have to do all this to canel your app..so now im mad and im not giving you a reason why..good bye
87YG,Budget Sensitive,I don’t wanna pay for and you make it very difficult to cancel it!
15YF,Budget Sensitive,Not needed anymore and too expensive. Forgot to cancel free subscription
23PX,No Engagement,My kid not using it anymore.....thank u it's a good app though
48NM,No Engagement,"There was no reason , I just didn't want to continue my subscription\n"
14KO,No Engagement,We are cancelling becuase it is not a good app for my child.
85LB,Budget Sensitive,Far too expensive.  My child didn’t like this app. \n\n
69HA,Budget Sensitive,Too expensive....................................................
69WO,No Engagement,Not interested. Its not what my child is used to so I dont want to pay for something we are not using.
51LD,Ignore,Eeefeff cfcf fvd. Ffd. Seriously ? Jebdh do i have 50 caracters yet ? What a way to piss off people
31GH,Budget Sensitive,This is too expensive for me but it is a great app shem
29JT,No Engagement,I want to cancel my subscription. My child doesn’t use this app.
38RH,No Engagement,Not helpful for my children we don’t like it. Please cancel immediately. Thank you.
36ZE,Content,I would like to cancel my subcription. I need something that offers more subject other than math.
54UR,No Engagement,I do not need this anymore because my child does not use it often.
16IA,School Free App,My daughters school offers it for free. So we no longer need to pay for it.
81NE,Ignore,Need to put off this purchase decision for now.  \n
82QX,Ignore,"we got the wrong one,and shes not interested on this one"
77MR,Ignore,Hhhh.       S d d d d d d d d d d. C c aokadjcjcqiwdjcoiqsdjcoidqjscoidsbacokqdsbicdsq
36RD,No Engagement,Dont use. Why would I have to put a minimium of 50 characters or even be obligated to explain why I want to cancel my subscription?
47UI,Issues,"The app keeps hanging requiring forcefully closing and reopening, which results in lost progress."
68WV,Content,She doesnt like this game its to easy for her and i do not want to pay for a game my child is not going to use
66VZ,No Engagement,We aren’t using it & so we don’t want to pay for it.   It wasn’t what we had hoped it would be
79DS,Budget Sensitive,its way To expensive and i cound a better program.
69UR,No Engagement,"Not use that much, may be later.that was just practice for see how he doing."
12HT,No Engagement,"Not quite right for our family, I thought it was the same learning tool the school uses, but it’s not."
36NS,Time,"Por distintos motivos, no lo usa. Si más adelante tiene más tiempo, nos suscribiremos de nuevo"
37IA,No Need,The reason why we are canceling the subscription is because she doesn’t need it anymore.
51WE,Alternates,Not using i found another cheaper helpful resource to help my 4th grader
57US,No Engagement,Just didn’t use the app enough.\nAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavaaaaaaaawwwwwwwwwwwwaaaddxfggghhhhhhkzjehdhhxksoskdnhchajsododhsnjxjkdodjwhdhkfolfjdjek
67EM,No Engagement,Not using it enough for cost. Kept encouraging but didn’t use it.\n\n
15OM,Alternates,Not working found another resource that will help my daughter with math
30IZ,No Need,Not necessary at this time...........................
28YZ,Ignore,You are making it too difficult to cancel..........
60AJ,Budget Sensitive,Way Too expensive!!! Great app and educational but cost too much money.
97GV,Budget Sensitive,Great app but....Too expensive!! Would like less expensive similar educational program .
26LM,No Engagement,My daughter not enterested after a minute of playing.She said no mommy i dont like it.I guess shes not ready yet.I
30EZ,Content,Kids think it’s boring and i dint want to waste money since they dont want to use it regularly. They like ABC mouse instead.
37LV,No Engagement,Not used very much so do not need. Thank you very much. Will try again
67RE,Ignore,Cancel my subscription now. I dont want it. Please. Its too much money.
64VX,No Engagement,Not used\n\nQwesrrtghiolkjhgfdesazxvgnnmkokjvcdsefhkkoknbcxdfgjkkvffhjikjhvg
84QX,Content,My daughter is not already interested and cant afford
88RB,No Engagement,My child is not using it daily. It also is too pricey.
23OR,Budget Sensitive,Found a free app. I did not want to pay for an app.
36UY,Ignore,Hhfcgfxgfdtyfluhhlufygcghhvjbhjftfchgvb\nAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa\n
64MU,Alternates,Found a better resource that is suitable for my son with dyslexia
12GZ,Ignore,Kb ih ificoh oh h jvivi i i i jvj h jvxugxjgdjg ig j ig
57QT,Budget Sensitive,Expensive do not want please lower subscriprionaaaaaaaaaaaaaaaaaaaaaaaa
11GT,Ignore,Wrong app bought  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxhjkkkhgc
64OX,Competitor,Kids not really using it. Other apps catch their interest \n
38CY,Budget Sensitive,Too Expensive.......................................................
99VT,Content,My child would not engage with this because she found it boring and I did not think it’s worth the money
40FZ,Time,"Great app, just need to cancel. Our school schedule has changed and we have less time. Also hard to get our children to cooperate unfortunately."
17UH,Alternates,Using a different method. This app is great but every problem is the same and the child doesn’t really learn how to do that math just recognizes patterens which isnt helpful in the grabd scheme
74QL,Issues,Can’t figure out how much this costs not clear so going to cancel and revisit subscription \n
37FK,Ignore,I’m not sure how much this costs I need more information not clear \n\n
74WH,Content,thankyou for service. My son isn't taking advantage of program as I would like him too. I am going to cancel the subscription .\n
21RJ,No Engagement,My daughters are not interested using it. I would like to cancel it.
10AW,Budget Sensitive,Not interested in membership at this time.  Wanted to try free trial.
47KD,Budget Sensitive,Don’t want to pay for subscription. Nbjvjgcycyvuvjvicjhckhckhvkhciyckhvljvkhcic
53MK,Budget Sensitive,The price for this app is a bit overpriced we may try again at a later time\n
89UZ,Ignore,Mmmmmmmmmmmmmmmmmmmmmmmmnmmmmmmmmmmmmmmmmmmmmmmkmkkmmmmmmm
55GS,Budget Sensitive,Money.  Ccccxxcxc cxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
16FQ,Budget Sensitive,Financial reasons.........:.:.::.:.....:.........:........................:.........  zzzsxzzzzzsxxxxsddddtffydhjcdesdhjigezvbjurdhnorezgijrewfsswwqfgvnnkkf
37YK,Budget Sensitive,Didnt know it was a subscription and im not interested in paying a monthly fee
93WD,Issues,Not needed at this time canceling because its not necessary as we are homeschooling & to require this long of a response is ridiculous
21NW,Ignore,Aaaaaaaaaaafahsjxmcncjdkdkcjckclckcjckdldjchdksicbckcjdhso$bckdidudidjcj
10IN,School Free App,Children came home with a free math app. We unfortunately can no longer afford this.
32BU,Content,Too complicated and expensive. Jdjdjdjdjdndndjdndndjdhdgd
99BQ,No Engagement,Dont use the app that often and would like to cancel it
69DX,Budget Sensitive,I dont wNt to pay xxxxxxxxxxxxxxxxdddxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
81WA,No Engagement,My child doesnt enjoy this app. We have alternate options that he prefers to use to continue his education with Math.
30HV,Alternates,we have taken a private tutor for maths so nothing required
17CG,Content,My 9 year old daughter said this app wasn’t fun enough for her
67QX,Content,It’s repititive and boring. We’re expecting more if we are going to pay.
71TL,Budget Sensitive,This app is too expensive and I'm not sure how much it helps my child.
74YW,School Free App,Great app!!! Just dont want to spend money on it.. The school sent a different app so we will be using that...
53JQ,Issues,Didnt like this confusing hard time with it. Please cancel
51BQ,No Engagement,We didnt use it enough and we want something that is free.
76DJ,Alternates,I don’t want to pay for a game that uses basic math skills I can teachbfor freee.
73CU,Time,"My daughter doesn’t have enough time to use the app, and I would rather invest in other ways to help her out."
18FK,Budget Sensitive,It is too expensive for our family. Wish it would be cheaper
58MK,Content,Does not teach what is in school. Should not have to write a paragraph to unsubscribe.\n\n\nthank
71QJ,Budget Sensitive,Too expensive cannot afford please end after trial subscription
69AQ,Content,too easy for my son. He has mastered all the math problems.
30GH,Content,Too young and does not get the concept of using electronics just yet.
45YI,Time,Dont have extra time to spend with home work and after school programs
24NB,No Engagement,Kids dont use anymore ....................................
73ZD,Budget Sensitive,Too costly ........................................................
46AH,Budget Sensitive,Not worth money                     This is insulting that i need to explain in more than 50 characters
27FB,Issues,my daughter was not using the app like she was supposed to.
98ZD,Competitor,Not using it anymore and have moved on to something else
29UG,Ignore,This app is not quite what we working looking for.
60OM,Competitor,"Hi , it's a good app, however, my son using another one for free."
82WG,No Engagement,Kid not using it...........................................................................................................
76ME,Budget Sensitive,I’m Unable to afford it at this time and will subscribe again once finances are situated
94SO,Short Term,Kids back in school and have sufficient homework for practice.
45ZG,No Engagement,Daughter doesn’t use it enough to continue having a subscription
54PV,Content,Too advanced for my 4yr old hdhdgdyydhfuhchewdhhdhdudbhdhdududhdhuxj
57QH,No Engagement,My child is is not using this app as we are trying to limit her time on the tablet\n
83OX,Budget Sensitive,Cost wiejdjjdjrnjdhdhakdkfkfkfjfjjfjfjrjjfjfjdjjrnnrjdjjrjjnnndjjdjdjjdnndndndnndndjjdjdjrnnfnfnndmdkdmkdmdm
85MF,Budget Sensitive,Cost is more than i would like to pay ejfhdndnnendjfjhdjdjfjjdjskdkkdkkfkgjg
37IS,No Engagement,Not using this app. Would like to cancel. Please cancel asap.
91OP,Ignore,Tffggvvgggggffffffdrrggghjvbjbhvgthuhuvyftdtcyv i ibibyftry nonucvubu ibihtyctfyb
72TM,No Engagement,Kids are not using I wanted kids to have extra practice throughout summer
35XA,Ignore,I already did this and this is the second time I’ve had to unsubscribe
20HJ,Budget Sensitive,I am a teacher and can not afford the subscription
80DK,Budget Sensitive,Costly costly costly costly ridiculous to limit minimal number of words in this column
77VG,Ignore,Qwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnm
22SS,Budget Sensitive,La calidad es buena pero el precio ahora mismo no me es posible sustentarlo
98RE,Content,Kid is not interested playing the app. Too easy for kindergarten students and fifth graders.
43SG,No Engagement,My kid is not using it no more and i dont want to be charge for it if nobudie is using it.\nThank you
22NY,Ignore,Ghhftgtdgfvjbjyjncfndjj thank  you all done cvhjvgjmgfyjjvdfnmjkgfcbjh’hfdghbjjfcbj)nfdfhjj \nHnkifvbmj thanks \n
91FB,Budget Sensitive,The price of the program was too high for my budget.
28EG,Ignore,Jdudhdhdhhdhdhhfhdhdjjsejsjsjdjjdjdjdjdjdjdhfhfhfhffhhfhfhthfhthftj
28VY,Ignore,1 2345678910111213141516171819202122232425262728293031
72HK,No Engagement,Porque no quiero pagar mas y no la uso. Yo queria probar la semana gratis y ya está.
39EB,Budget Sensitive,I like the app. My child loves to play and is learning his math but its to expensive and cant afford it.
15CF,Budget Sensitive,Too expensive.other apps available for free with similar
16RM,Budget Sensitive,The app is too expensive. Though it offers a great selection of activities for any age and I was using it for school purposes I'm already working on a teachers salary while paying for my own classroom activities. If this was cheaper or maybe had a discount for teachers exclusively I would be interested in continuing with the subscription. I just can't justify the money for it at this time. However I think it was developed to meet age-appropriate levels of education and I throughout enjoyed using the free trial with my students. I hope to get to use this app again in the future with more of my students.
19YQ,Issues,Our internet connection is not stable as of the moment. Be subsribing once again when connection is stable\n
25RX,Content,My child didnt enjoy yhe game. She thought it was too easy and very repeatative
47NY,Budget Sensitive,We have money problems and can not afford to pay for having this plan available.
53MY,No Engagement,Do not use this app ever. Dhduenrjfudenenr fjcjdndndjsjejficcixjsnsnejficuxjsjwjeifcuchshsjskrofocusjwjdfjxjjd
25HA,No Engagement,My kids are Not using the app.  I have been paying for the app and not using it
